2017 International Subject Based Fees Fees, EFTSL values and Census Dates
BOTA90011 2 Botany Research Project Minor Semester 2 Semester 2 Parkville 0.5 31‐Aug‐17 $17,648.00
BOTA90012 2 Botany Research Project Minor Semester 1 Semester 1 Parkville 0.375 31‐Mar‐17 $13,236.00
BOTA90012 2 Botany Research Project Minor Semester 2 Semester 2 Parkville 0.375 31‐Aug‐17 $13,236.00
BOTA90013 2 Botany Research Project Minor Semester 1 Semester 1 Parkville 0.25 31‐Mar‐17 $8,824.00
BOTA90013 2 Botany Research Project Minor Semester 2 Semester 2 Parkville 0.25 31‐Aug‐17 $8,824.00
BOTA90014 2 Botany Research Project Minor Semester 1 Semester 1 Parkville 0.125 31‐Mar‐17 $4,412.00
BOTA90014 2 Botany Research Project Minor Semester 2 Semester 2 Parkville 0.125 31‐Aug‐17 $4,412.00
BTCH20002 4 Biotechnology Semester 2 Semester 2 Parkville 0.125 31‐Aug‐17 $4,960.00
BTCH30001 2 Methods in Agrifood Biotechnology Semester 1 Semester 1 Parkville 0.125 31‐Mar‐17 $4,960.00
BTCH30002 3 Trends & Issues in Agrifood Biotech Semester 1 Semester 1 Parkville 0.125 31‐Mar‐17 $4,960.00
BTCH30003 2 Biotechnology in Practice Semester 1 Semester 1 Parkville 0.125 31‐Mar‐17 $4,960.00
BTCH70001 1 MPhil Research RHD First Half Year RHD First Half Year Parkville 1 30‐Jun‐17 $35,296.00
BTCH70001 1 MPhil Research RHD Second Half Year RHD Second Half Year Parkville 1 31‐Dec‐17 $35,296.00
BTCH70002 1 MRes Thesis RHD First Half Year RHD First Half Year Parkville 1 30‐Jun‐17 $59,648.00
BTCH70002 1 MRes Thesis RHD Second Half Year RHD Second Half Year Parkville 1 31‐Dec‐17 $59,648.00
BTCH80001 1 PhD Research RHD First Half Year RHD First Half Year Parkville 1 30‐Jun‐17 $59,648.00
BTCH80001 1 PhD Research RHD Second Half Year RHD Second Half Year Parkville 1 31‐Dec‐17 $59,648.00
BTCH90005 4 Advanced Molecular Biology Techniques Semester 2 Semester 2 Parkville 0.125 31‐Aug‐17 $4,412.00
BTCH90009 3 Genomics and Bioinformatics Semester 1 Semester 1 Parkville 0.125 31‐Mar‐17 $4,412.00
BTCH90010 3 Genetically Modified Organisms Semester 1 Semester 1 Parkville 0.125 31‐Mar‐17 $4,412.00
BUSA70002 1 MRes Thesis RHD First Half Year RHD First Half Year Parkville 1 30‐Jun‐17 $40,416.00
BUSA70002 1 MRes Thesis RHD Second Half Year RHD Second Half Year Parkville 1 31‐Dec‐17 $40,416.00
BUSA80001 1 Doctor of Business RHD First Half Year RHD First Half Year Parkville 1 30‐Jun‐17 $40,416.00
BUSA80001 1 Doctor of Business RHD Second Half Year RHD Second Half Year Parkville 1 31‐Dec‐17 $40,416.00
BUSA90403 1 Business Tools: Money People & Processes September September Parkville 0.125 6‐Oct‐17 $5,052.00
BUSA90473 2 Melbourne Business Practicum Summer Term Summer Term Parkville 0.125 10‐Feb‐17 $5,052.00
BUSA90473 2 Melbourne Business Practicum Winter Term Winter Term Parkville 0.125 7‐Jul‐17 $5,052.00
BUSA90479 2 MBA Internship April April A (Online) Parkville 0.25 21‐Apr‐17 $10,104.00
BUSA90479 2 MBA Internship April April B (Online) Parkville 0.25 5‐May‐17 $10,104.00
BUSA90479 2 MBA Internship July July Parkville 0.25 21‐Jul‐17 $10,104.00
BUSA90485 1 Global Business Practicum July July Parkville 0.125 7‐Jul‐17 $5,052.00
BUSA90485 1 Global Business Practicum November November Parkville 0.125 8‐Dec‐17 $5,052.00
BUSA90485 1 Global Business Practicum Summer Term Summer Term Parkville 0.125 13‐Jan‐17 $5,052.00
BUSA90487 1 General Management 3 Summer Term Summer Term Parkville 0.375 20‐Jan‐17 $15,156.00
BUSA90488 1 Business in Complex Environments August August Parkville 0.125 15‐Aug‐17 $5,052.00
BUSA90490 2 Integrative Business Capstone August August Parkville 0.125 10‐Aug‐17 $5,052.00
BUSA90490 2 Integrative Business Capstone February February Parkville 0.125 27‐Feb‐17 $5,052.00
BUSA90490 2 Integrative Business Capstone May May Parkville 0.125 15‐May‐17 $5,052.00
BUSA90490 2 Integrative Business Capstone September September Parkville 0.125 4‐Sep‐17 $5,052.00
BUSA90491 1 Game Theory for Business Strategy April April Parkville 0.125 21‐Apr‐17 $5,052.00
BUSA90492 2 Financial Analysis and Valuation April April Parkville 0.125 21‐Apr‐17 $5,052.00
BUSA90493 1 Business Analytics April April Parkville 0.125 21‐Apr‐17 $5,052.00
BUSA90493 1 Business Analytics August August Parkville 0.125 9‐Aug‐17 $5,052.00
BUSA90496 1 Foundations of Finance Fund Executives April April Parkville 0.125 1‐May‐17 $5,052.00
BUSA90496 1 Foundations of Finance Fund Executives Summer Term Summer Term Parkville 0.125 3‐Jan‐17 $5,052.00
BUSA90497 1 Applied Finance for Fund Executives April April Parkville 0.125 10‐Apr‐17 $5,052.00
BUSA90497 1 Applied Finance for Fund Executives Summer Term Summer Term Parkville 0.125 3‐Jan‐17 $5,052.00
BUSA90498 1 Leading in Transformational Times April April Parkville 0.125 21‐Apr‐17 $5,052.00
BUSA90499 2 Introduction to Business Problems Summer Term Summer Term Parkville 0.125 3‐Feb‐17 $5,052.00
BUSA90500 1 Business Analytics Foundations March March Parkville 0.375 31‐Mar‐17 $15,156.00
BUSA90501 1 Advanced Business Analytics May May Parkville 0.375 16‐Jun‐17 $15,156.00
BUSA90502 1 Industry Practicum August August Parkville 0.25 25‐Aug‐17 $10,104.00
BUSA90503 1 Business Analytics Applications October October Parkville 0.375 27‐Oct‐17 $15,156.00
BUSA90504 1 Individual Research Project August August Parkville 0.25 25‐Aug‐17 $10,104.00
BUSA90505 1 Executive Management 1 May May Parkville 0.25 8‐May‐17 $10,104.00
BUSA90506 1 Executive Management 2 July July Parkville 0.25 3‐Jul‐17 $10,104.00
BUSA90507 1 Executive Management 3 August August Parkville 0.25 28‐Aug‐17 $10,104.00
BUSA90508 1 Executive Management 4 December December Parkville 0.25 11‐Dec‐17 $10,104.00
BUSA90509 1 Executive Management 5 Summer Term Summer Term Parkville 0.25 6‐Feb‐17 $10,104.00
BUSA90510 1 Executive Management 6 June June Parkville 0.25 13‐Jun‐17 $10,104.00
BUSA90511 1 Executive Management 7 September September Parkville 0.25 18‐Sep‐17 $10,104.00
BUSA90512 1 Industry Studies in Asia October October Parkville 0.25 16‐Oct‐17 $10,104.00
BUSA90513 1 Industry Studies in America July July Parkville 0.125 24‐Jul‐17 $5,052.00
BUSA90514 1 Industry Studies in Europe April April Parkville 0.125 3‐Apr‐17 $5,052.00
BUSA90515 2 Decision Making for Leaders October October Parkville 0.0625 27‐Oct‐17 $2,526.00
BUSA90516 2 Resilient Leadership July July Parkville 0.0625 4‐Aug‐17 $2,526.00
BUSA90517 1 Social Entrepreneur Consulting Practicum April April Parkville 0.125 5‐Apr‐17 $5,052.00
BUSA90518 2 Business & Economics Internship January January Parkville 0.125 20‐Jan‐17 $5,052.00
BUSA90518 2 Business & Economics Internship June June Parkville 0.125 14‐Jul‐17 $5,052.00
BUSA90518 2 Business & Economics Internship Semester 1 Semester 1 Parkville 0.125 31‐Mar‐17 $5,052.00
BUSA90518 2 Business & Economics Internship Semester 2 Semester 2 Parkville 0.125 31‐Aug‐17 $5,052.00
CCDP20001 1 Street Art Semester 1 Semester 1 Parkville 0.125 31‐Mar‐17 $3,348.00
CCDP20001 1 Street Art Semester 2 Semester 2 Parkville 0.125 31‐Aug‐17 $3,348.00
CCDP70007 1 MRes Thesis RHD First Half Year RHD First Half Year Parkville 1 30‐Jun‐17 $30,400.00
CCDP70007 1 MRes Thesis RHD Second Half Year RHD Second Half Year Parkville 1 31‐Dec‐17 $30,400.00
CCDP80001 1 PhD Research RHD First Half Year RHD First Half Year Parkville 1 30‐Jun‐17 $30,400.00
CCDP80001 1 PhD Research RHD Second Half Year RHD Second Half Year Parkville 1 31‐Dec‐17 $30,400.00
CCDP90001 1 Research Project CCD RHD First Half Year RHD First Half Year Southbank 1 30‐Jun‐17 $30,400.00
CCDP90001 1 Research Project CCD RHD Second Half Year RHD Second Half Year Southbank 1 31‐Dec‐17 $30,400.00
CCDP90002 1 The Cultural Animateur in the Arts March March Southbank 0.125 17‐Mar‐17 $3,800.00
CCDP90003 1 The Artist as Cultural Entrepreneur March March Southbank 0.125 17‐Mar‐17 $3,800.00
CCDP90004 1 Creativity, Culture and Community March March Southbank 0.125 17‐Mar‐17 $3,800.00
CCDP90005 1 Arts and Community Engagement March March Southbank 0.125 17‐Mar‐17 $3,800.00
CCDP90007 1 Arts & Communities: Histories & Sites Semester 1 Semester 1 Southbank 0.25 31‐Mar‐17 $7,600.00
CCDP90007 1 Arts & Communities: Histories & Sites Semester 1 Semester 1 (Online) Southbank 0.25 31‐Mar‐17 $7,600.00
CCDP90008 1 Fieldwork: Publics & Places Semester 1 Semester 1 Southbank 0.25 31‐Mar‐17 $7,600.00
CCDP90009 1 Arts & Communities: Values & Methods Semester 2 Semester 2 Southbank 0.25 31‐Aug‐17 $7,600.00
CCDP90009 1 Arts & Communities: Values & Methods Semester 2 Semester 2 (Online) Southbank 0.25 31‐Aug‐17 $7,600.00
CCDP90010 1 Fieldwork: Engagement & Collaboration Semester 2 Semester 2 Southbank 0.25 31‐Aug‐17 $7,600.00
CCDP90011 1 Project A Semester 1 Semester 1 (Online) Parkville 0.25 31‐Mar‐17 $7,600.00
CCDP90011 1 Project A Semester 1 Semester 1 Parkville 0.25 31‐Mar‐17 $7,600.00
CCDP90012 1 Cultural Development: Policy & Planning Semester 1 Semester 1 Southbank 0.25 31‐Mar‐17 $7,600.00
CCDP90012 1 Cultural Development: Policy & Planning Semester 1 Semester 1 (Online) Southbank 0.25 31‐Mar‐17 $7,600.00
CCDP90013 1 Fieldwork: Identity & Difference Semester 1 Semester 1 Southbank 0.25 31‐Mar‐17 $7,600.00
CCDP90014 1 Project B Semester 2 Semester 2 Southbank 0.25 31‐Aug‐17 $7,600.00
CCDP90014 1 Project B Semester 2 Semester 2 (Online) Southbank 0.25 31‐Aug‐17 $7,600.00
CCDP90016 1 Fieldwork: Improvisation & Exchange Semester 2 Semester 2 Southbank 0.25 31‐Aug‐17 $7,600.00
CCDP90017 1 Arts & Community Practice Thesis Year Long Year Long Southbank 0.5 31‐May‐17 $15,200.00
CCDP90017 1 Arts & Community Practice Thesis Year Long Year Long (Online) Southbank 0.5 31‐May‐17 $15,200.00
CEDB20003 2 Fundamentals of Cell Biology Semester 1 Semester 1 Parkville 0.125 31‐Mar‐17 $4,960.00
CEDB30002 2 Concepts in Cell & Developmental Biology Semester 1 Semester 1 Parkville 0.125 31‐Mar‐17 $4,960.00
CEDB30003 2 Developmental Biology Semester 2 Semester 2 Parkville 0.125 31‐Aug‐17 $4,960.00
CEDB30004 2 Stem Cells in Development & Regeneration Semester 2 Semester 2 Parkville 0.125 31‐Aug‐17 $4,960.00
CHEM10003 1 Chemistry 1 Semester 1 Semester 1 Parkville 0.125 31‐Mar‐17 $4,960.00
CHEM10003 1 Chemistry 1 Semester 2 Semester 2 Parkville 0.125 31‐Aug‐17 $4,960.00
CHEM10004 1 Chemistry 2 Semester 2 Semester 2 Parkville 0.125 31‐Aug‐17 $4,960.00
CHEM10004 1 Chemistry 2 Summer Term Summer Term Parkville 0.125 13‐Jan‐17 $4,960.00
CHEM10006 1 Chemistry for Biomedicine Semester 1 Semester 1 Parkville 0.125 31‐Mar‐17 $4,960.00
CHEM10007 1 Fundamentals of Chemistry Semester 1 Semester 1 Parkville 0.125 31‐Mar‐17 $4,960.00
CHEM10008 2 Foundation Studies in Chemistry Semester 1 Semester 1 Dookie 0.125 31‐Mar‐17 $4,896.00
CHEM10009 2 Chemistry for BioSciences Semester 1 Semester 1 Parkville 0.125 31‐Mar‐17 $4,960.00
CHEM20011 1 Environmental Chemistry Semester 1 Semester 1 Parkville 0.125 31‐Mar‐17 $4,960.00
CHEM20018 2 Chemistry: Reactions and Synthesis Semester 1 Semester 1 Parkville 0.125 31‐Mar‐17 $4,960.00
CHEM20019 2 Practical Chemistry 2 Semester 2 Semester 2 Parkville 0.125 31‐Aug‐17 $4,960.00
CHEM20020 2 Chemistry: Structure and Properties Semester 2 Semester 2 Parkville 0.125 31‐Aug‐17 $4,960.00
CHEM30012 1 Analytical & Environmental Chemistry Semester 2 Semester 2 Parkville 0.125 31‐Aug‐17 $4,960.00
CHEM30013 1 Chemical Research Project Semester 2 Semester 2 Parkville 0.125 31‐Aug‐17 $4,960.00
CHEM30013 1 Chemical Research Project Summer Term Summer Term Parkville 0.125 13‐Jan‐17 $4,960.00
CHEM30014 1 Specialised Topics in Chemistry B Semester 2 Semester 2 Parkville 0.125 31‐Aug‐17 $4,960.00
CHEM30015 1 Advanced Practical Chemistry Semester 1 Semester 1 Parkville 0.125 31‐Mar‐17 $4,960.00
CHEM30016 1 Reactivity and Mechanism Semester 1 Semester 1 Parkville 0.125 31‐Mar‐17 $4,960.00
CHEM30017 1 Specialised Topics in Chemistry A Semester 1 Semester 1 Parkville 0.125 31‐Mar‐17 $4,960.00
CHEM40008 2 Chemistry Research Project Semester 1 Semester 1 Parkville 0.25 31‐Mar‐17 $9,920.00
CHEM40008 2 Chemistry Research Project Semester 2 Semester 2 Parkville 0.25 31‐Aug‐17 $9,920.00
CHEM40009 2 Chemistry Research Project Semester 1 Semester 1 Parkville 0.375 31‐Mar‐17 $14,880.00
CHEM40009 2 Chemistry Research Project Semester 2 Semester 2 Parkville 0.375 31‐Aug‐17 $14,880.00
CHEM40010 1 Chemistry Honours Research Project Pt1 February February (Commencing) Parkville 0.25 24‐Mar‐17 $9,920.00
CHEM40010 1 Chemistry Honours Research Project Pt1 July July (Commencing) Parkville 0.25 25‐Aug‐17 $9,920.00
CHEM40011 1 Chemistry Honours Research Project Pt1 February February (Commencing) Parkville 0.375 24‐Mar‐17 $14,880.00
CHEM40011 1 Chemistry Honours Research Project Pt1 July July (Commencing) Parkville 0.375 25‐Aug‐17 $14,880.00
CHEM40012 1 Chemistry Honours Research Project Pt2 January January (Completing) Parkville 0.25 3‐Feb‐17 $9,920.00
CHEM40012 1 Chemistry Honours Research Project Pt2 July July (Completing) Parkville 0.25 28‐Jul‐17 $9,920.00
CHEM40013 1 Chemistry Honours Research Project Pt2 January January (Completing) Parkville 0.375 3‐Feb‐17 $14,880.00
CHEM40013 1 Chemistry Honours Research Project Pt2 July July (Completing) Parkville 0.375 28‐Jul‐17 $14,880.00
CHEM70001 1 MRes Thesis RHD First Half Year RHD First Half Year Parkville 1 30‐Jun‐17 $35,296.00
CHEM70001 1 MRes Thesis RHD Second Half Year RHD Second Half Year Parkville 1 31‐Dec‐17 $35,296.00
CHEM80001 1 PhD Research RHD First Half Year RHD First Half Year Parkville 1 30‐Jun‐17 $35,296.00
CHEM80001 1 PhD Research RHD Second Half Year RHD Second Half Year Parkville 1 31‐Dec‐17 $35,296.00
CHEM90003 1 MPhil Research RHD First Half Year RHD First Half Year Parkville 1 30‐Jun‐17 $35,296.00
CHEM90003 1 MPhil Research RHD Second Half Year RHD Second Half Year Parkville 1 31‐Dec‐17 $35,296.00
CHEM90006 1 Analytical & Environmental Chemistry Semester 2 Semester 2 Parkville 0.125 31‐Aug‐17 $4,412.00
CHEM90007 1 Environmental Chemistry Semester 1 Semester 1 Parkville 0.125 31‐Mar‐17 $4,412.00
CHEM90008 1 Advanced Spectroscopy Semester 1 Semester 1 Parkville 0.125 31‐Mar‐17 $4,412.00
CHEM90009 2 Chemical Synthesis & Characterisation 1 Semester 1 Semester 1 Parkville 0.125 31‐Mar‐17 $4,412.00
CHEM90010 2 Advanced Chemical Applications 1 July July Parkville 0.125 11‐Aug‐17 $4,412.00
CHEM90013 1 Chemistry Masters Research Project Semester 1 Semester 1 Parkville 0.125 31‐Mar‐17 $4,412.00
CHEM90013 1 Chemistry Masters Research Project Semester 2 Semester 2 Parkville 0.125 31‐Aug‐17 $4,412.00
CHEM90014 1 Chemistry Masters Research Project Semester 1 Semester 1 Parkville 0.25 31‐Mar‐17 $8,824.00
CHEM90014 1 Chemistry Masters Research Project Semester 2 Semester 2 Parkville 0.25 31‐Aug‐17 $8,824.00
CHEM90015 1 Chemistry Masters Research Project Semester 1 Semester 1 Parkville 0.375 31‐Mar‐17 $13,236.00
CHEM90015 1 Chemistry Masters Research Project Semester 2 Semester 2 Parkville 0.375 31‐Aug‐17 $13,236.00
CHEM90016 1 Chemistry Masters Research Project Semester 1 Semester 1 Parkville 0.5 31‐Mar‐17 $17,648.00
CHEM90016 1 Chemistry Masters Research Project Semester 2 Semester 2 Parkville 0.5 31‐Aug‐17 $17,648.00
CHEM90017 2 Chemical Synthesis & Characterisation 2 Semester 1 Semester 1 Parkville 0.125 31‐Mar‐17 $4,412.00
CHEM90018 2 Advanced Chemical Applications 2 July July Parkville 0.125 11‐Aug‐17 $4,412.00
CHEM90023 1 Chemistry Research Project Pt 1 February February (Commencing) Parkville 0.125 24‐Mar‐17 $4,412.00
CHEM90023 1 Chemistry Research Project Pt 1 July July (Commencing) Parkville 0.125 11‐Aug‐17 $4,412.00
CHEM90024 1 Chemistry Research Project Pt 1 February February (Commencing) Parkville 0.25 24‐Mar‐17 $8,824.00
CHEM90024 1 Chemistry Research Project Pt 1 July July (Commencing) Parkville 0.25 11‐Aug‐17 $8,824.00
CHEM90025 1 Chemistry Research Project Pt 1 February February (Commencing) Parkville 0.375 24‐Mar‐17 $13,236.00
CHEM90025 1 Chemistry Research Project Pt 1 July July (Commencing) Parkville 0.375 11‐Aug‐17 $13,236.00
CHEM90026 1 Chemistry Research Project Pt 1 February February (Commencing) Parkville 0.5 24‐Mar‐17 $17,648.00
CHEM90026 1 Chemistry Research Project Pt 1 July July (Commencing) Parkville 0.5 11‐Aug‐17 $17,648.00
CHEM90027 1 Chemistry Research Project Pt 2 January January (Continuing) Parkville 0.125 10‐Feb‐17 $4,412.00
CHEM90027 1 Chemistry Research Project Pt 2 July July (Continuing) Parkville 0.125 11‐Aug‐17 $4,412.00
CHEM90028 1 Chemistry Research Project Pt 2 January January (Continuing) Parkville 0.25 10‐Feb‐17 $8,824.00
CHEM90028 1 Chemistry Research Project Pt 2 July July (Continuing) Parkville 0.25 11‐Aug‐17 $8,824.00
CHEM90029 1 Chemistry Research Project Pt 2 January January (Continuing) Parkville 0.375 10‐Feb‐17 $13,236.00
